index,dim1,dim2,dim3,dim4
89,0.004412953,-0.020064581,-0.004569903,0.3081488
90,0.0027422048,-0.02189188,0.010749236,-0.45954227
91,-0.013678964,0.0031922571,-0.009007901,0.052192487
92,-0.0046669655,-0.020729277,0.0075011104,-0.80069745
93,0.014558043,-0.01716061,0.010278881,-2.190089
94,0.0054461695,-0.015560377,0.013062209,-0.4753312
95,-0.0060450546,-0.026606593,0.0062033087,-0.81162
96,0.004145924,-0.01900724,0.015226111,-0.4815724
97,-0.0070682876,0.0038665794,-0.009687975,0.05903347
98,0.014592733,-0.023331586,0.003002882,-2.1885333
99,0.006104041,-0.010936353,-0.00225389,0.3137375
100,0.0018358864,-0.016496006,0.014010221,-0.430573
101,-0.0010043792,-0.021542985,0.010642454,-0.83417773
102,0.005295299,0.029440824,-0.020513088,1.7617252
103,0.0028806217,-0.018285487,0.012635976,-0.4501812
104,-0.0061830394,-0.025889684,0.005909577,-0.82880306
105,-0.0040494166,-0.067389995,0.046251267,0.96628654
106,0.0058789738,-0.017951403,0.007184297,0.28434908
107,0.005399395,-0.005563047,-0.02883038,-1.5146275
108,0.010323215,0.0009502806,-0.020920083,-1.5284705
109,0.017476905,-0.016655758,0.012953639,-2.2084649
110,-0.0010988228,-0.01847272,0.0141655505,-0.8314471
111,0.013695467,-0.01878782,-0.0004530698,0.29362673
112,-0.0023491941,-0.009333644,-0.010297716,-0.15145828
113,0.003010694,-0.017106567,0.0127964765,0.30319923
114,0.004657004,-0.013171632,0.0014936477,0.31005812
115,0.013042141,-0.022209167,0.006956786,-2.1937835
116,0.008274514,0.0004902221,-0.022286296,-1.5399864
117,0.014870379,-0.018544752,-0.0075194538,0.3071348
118,0.002962131,0.03198837,-0.022192731,1.7536368
119,-0.009455439,-0.035696868,0.01578851,0.62504643
120,-0.013707679,-0.06847893,0.04645723,0.9548964
121,0.009202544,-0.022173766,0.009305477,0.2825402
122,-0.0026788823,-0.013710711,-0.012695417,-0.17357568
123,0.0055661015,0.00091740116,-0.022216603,-1.5228136
124,0.004031662,-0.016777445,0.013859823,0.29711682
125,0.018131722,-0.017764688,0.011576444,-2.1977236
126,-0.004139852,-0.029277433,0.013183445,0.61105126
127,-0.00046656653,-0.022397358,0.012926832,0.29867607
128,-0.0063415114,0.00946426,-0.007080689,1.7226806
129,0.00041194633,-0.019353826,0.01671572,-2.2060313
130,0.004642375,0.021915015,-0.012948081,1.7410125
131,-0.0027361028,-0.0136857815,-0.0147981495,-0.15112968
132,-0.0056916885,-0.0076025315,-0.008274019,-0.15396443
133,-0.0044043474,-0.016967226,0.016982064,-0.79675496
134,-0.00066627935,0.023054834,-0.011302277,1.731426
135,-0.013134938,-0.07059279,0.04777354,0.96120197
136,0.01577663,0.041440483,-0.017549112,1.7390461
137,-0.003095623,-0.026131634,0.0031082034,-0.82482
138,-0.015942203,0.006293591,-0.0127619505,1.7566487
139,-0.009830955,-0.029519815,0.015848145,0.6165308
140,-0.0010388158,-0.01569954,0.009680346,0.29073948
141,-0.0073645376,-0.06713776,0.046071902,0.96318483
142,0.00794876,-0.019870047,0.009208068,-0.45026284
143,-0.0135074,-0.030262891,0.008480564,0.61008596
144,-0.0030225776,-0.026597101,0.0043161064,-0.8284124
145,0.014369685,-0.014963735,-0.003049463,0.32849276
146,0.002174873,-0.02057651,0.010744944,-0.45959127
147,0.002115678,0.019088138,-0.011409014,1.7320142
148,0.002121184,-0.02328818,0.011151046,0.2877239
149,0.005760763,-0.020831544,-0.0044828802,0.29980803
150,0.003182795,-0.024343152,0.012056664,-2.202134
151,-0.00700913,-0.025651727,0.010216102,-0.8206543
152,0.0035268553,-0.02418806,0.009701908,-0.4630865
153,-0.0011996143,-0.023285944,0.010992721,-0.8114371
154,0.004663203,-0.019787345,0.0013199449,0.27959383
155,0.00165819,-0.017856423,0.013442934,-0.44025892
156,0.006344445,0.029390488,-0.011441961,1.7455844
157,0.0041452944,0.025158431,-0.014611602,1.7580518
158,-0.007073816,-0.028874982,0.0062673986,0.61292833
159,-0.007615339,-0.010329742,-0.003086239,-0.1696599
160,0.006279547,-0.013890345,0.0039236695,0.28405857
161,0.00020690635,-0.020949561,0.008785382,-0.82256424
162,-0.0096436255,-0.028020117,0.01550065,0.6129439
163,-0.008546468,0.005330723,-0.010887057,0.055300176
164,0.017106753,0.047532964,-0.017762318,1.7411501
165,0.0045788325,-0.021065135,0.008293316,-0.45287514
166,-0.0015670769,-0.0217156,0.011550084,-0.82698894
167,0.0008244738,0.025462944,-0.012616724,1.7352364
168,-0.008187544,0.0058817677,-0.011538848,0.053272244
169,0.006930273,0.014357481,-0.003979698,1.6953535
170,-0.0024864487,-0.008752648,-0.010655224,-0.15776514
171,-0.0028142594,-0.01798964,0.016134977,-0.8013605
172,-0.015646886,-0.033163656,0.015052274,0.6142076
173,0.0036448725,-0.020729322,0.005781159,-0.43936867
174,-0.0006108023,0.025552016,-0.01784198,1.7684093
175,0.0010296591,-0.023786131,0.0073266774,-0.46239805
176,0.016874019,-0.001288984,-0.019589245,-1.5105113
177,0.0013171323,-0.014826734,0.00938651,0.29103023
178,0.010021109,-0.02101447,0.009928688,-0.4796878
179,0.0040567853,-0.007909704,-0.013671011,-0.15666822
180,-0.00723299,-0.029920433,0.015571862,0.6255212
181,-0.0008742474,-0.018215854,0.014622927,-0.46107954
182,-0.012147751,0.004154261,-0.011288747,0.05053436
183,0.0076567717,-0.016291324,0.0039037466,0.28385627
184,-0.004460674,-0.01054867,-0.008213505,-0.16635354
185,0.0073971637,-0.014107976,0.0028504878,0.2859118
186,-0.008314814,-0.018144768,0.013744578,-1.1432307
187,0.0038081147,-0.02424081,0.0061649233,-0.43907297
188,-0.014204543,-0.018172566,0.008963436,-1.1482563
189,0.022091921,0.053692225,-0.021174565,1.7339594
190,-0.0076459087,-0.058875386,0.042025432,0.94777685
191,-0.015990485,-0.030937422,0.008839831,0.6124753
192,0.0013374276,-0.021911893,0.008760631,-0.4634773
193,0.0037970133,-0.015887205,0.0049254447,0.28594035
194,-0.0010855161,-0.021235023,0.012165591,-0.44973046
195,-0.014813941,-0.018402036,0.009972781,-1.1284542
196,0.012066599,0.03664544,-0.014523312,1.7310913
197,0.006270159,-0.015281666,0.000630334,0.3085596
198,0.0059483014,0.02230386,-0.0012645125,1.6913092
199,0.0011128224,-0.021506209,0.0138437,-0.4680205
200,-0.012902182,0.002231609,-0.008992597,0.054563135
201,0.00272784,-0.023509536,0.0039987415,-0.45072335
202,-0.0025154166,-0.02306484,0.0068935603,-0.78898907
203,0.003573168,-0.017719794,0.012256786,0.31304628
204,0.0004641004,-0.021943096,-0.0011563748,0.32066268
205,-0.013418008,-0.026953313,0.007267013,0.61372507
206,-0.001922708,-0.024491657,0.005297318,-0.81968
207,-0.009968888,0.0063020997,-0.010245368,0.057963748
208,0.007893465,0.0283379,-0.020588592,1.7471588
209,-0.0133207105,-0.026592676,0.015448764,0.60499775
210,0.005133491,0.024107743,-0.013851821,1.7484555
211,-0.003821563,-0.024004001,0.0058612674,-0.85351425
212,0.0059171356,0.03656431,-0.018694624,1.7484546
213,-0.007678803,-0.008974854,-0.0037237108,-0.16206482
214,-0.015736487,-0.019106854,0.0054014474,-1.1287706
215,0.0055137463,-0.021744478,0.01438503,-0.48535705
216,-0.015818987,-0.03873295,0.0152924955,0.6243887
217,-0.014693569,-0.031497035,0.014696971,0.61241925
218,-0.0044296198,-0.02414434,0.014535338,0.27778786
219,-0.010198254,-0.030348245,0.013358682,0.62339604
220,0.01469307,-0.019914154,0.0022224933,0.28111452
221,0.0023731627,-0.017187167,0.0019457489,0.3011176
222,0.012145329,-0.018661126,0.017841578,-2.2116654
223,-0.016853858,-0.028299216,0.008544236,0.60705733
224,-0.0005996041,-0.02216031,0.009374574,-0.8167021
225,0.010718528,-0.020474646,0.0011119246,0.28432196
226,-0.005144682,-0.019084293,0.018203437,-0.48051393
227,0.005727742,0.0015683286,-0.023442164,-1.5241854
228,0.0038227923,-0.00017606094,-0.023817442,-1.5062765
229,0.005855065,9.6116215e-05,-0.019441739,-1.5164672
230,0.014335293,-0.019631572,0.012154639,-2.1992972
231,-0.0074524656,0.010218363,-0.0117132515,1.7349777
232,0.00022076443,-0.022952262,0.014118478,0.30160958
233,-0.0036382787,-0.02585401,0.003727749,-0.8103316
234,0.0046077706,-0.020420227,0.008022383,-0.45440978
235,-0.017285284,-0.027042422,0.0035255402,0.5989773
236,-0.0034420826,0.019438338,-0.01617831,1.7504036
237,0.0007321499,0.000111382455,-0.022055745,-1.5113075
238,-0.013161968,-0.019720424,0.0025918335,-1.1416494
239,-0.0018526576,-0.018973205,0.012706935,-0.8361896
240,-0.009299282,-0.05810051,0.050082862,0.9443504
241,0.019073073,-0.01719715,0.0034388155,-2.1765997
242,0.0055300556,0.011241164,-0.008246675,1.7113466
243,-0.0046566986,-0.011113871,-0.0031144172,-0.17851676
244,-0.007766541,-0.010469649,-0.0014638752,-0.17250533
245,-0.00915825,-0.03301232,0.014718562,0.62215203
246,-0.011415672,0.0013601445,-0.008708388,0.055761576
247,-0.011478897,-0.026846875,0.013852879,0.6135324
248,0.005257819,-0.019682351,-0.00010897219,0.32484198
249,-0.0027002506,-0.020713765,0.013404205,-0.83359575
250,-0.014892574,-0.017771702,0.0091519505,-1.1359801
251,0.0029580481,-0.020283345,0.012887523,-0.42879325
252,-0.015866887,-0.025158633,0.007537648,0.612812
253,0.0003551133,-0.02107272,0.010290965,-0.81463164
254,0.007541131,0.009646971,-0.008509666,1.7312379
255,0.0034315027,-0.016447801,0.015424028,-0.4660759
256,-0.010982867,-0.06558438,0.0511211,0.96227646
257,0.014527742,-0.021909725,0.0076860636,-2.1908672
258,-0.0055456944,-0.06825212,0.045490578,0.95039713
259,0.008465283,0.033464964,-0.01994437,1.7534378
260,0.004404817,-0.019483063,0.00017035007,0.30729032
261,0.0038690157,-0.016288761,0.014843896,-0.46668744
262,-0.00711279,-0.066924766,0.0474644,0.9541023
263,-0.016064044,-0.07151082,0.048645914,0.95503163
264,0.006394211,-0.021295983,0.011198774,-0.81869185
265,0.005284976,0.027281608,-0.0075927377,1.7012279
266,0.0066794343,-0.015768025,0.011781588,-0.44764793
267,0.009632785,-0.019466091,0.017365128,-0.4807247
268,0.0111626685,0.013387863,-0.0070317835,1.7192945
269,-0.0016090982,-0.022190694,0.0091281235,0.3020329
270,0.0009521134,-0.023809511,0.0047278404,-0.4564085
271,0.007816765,0.033124406,-0.020003587,1.7515538
272,0.0037098415,-0.004272092,-0.027182385,-1.4993541
273,0.01050552,0.028730411,-0.009702593,1.730173
274,-0.0010687076,-0.020293761,0.010699227,-0.8412803
275,-0.0058772825,-0.06835082,0.0420018,0.952266
276,-0.005508911,-0.01274908,-0.011572823,-0.16805525
277,0.0010153688,-0.018144283,0.009499684,-0.78488684
278,0.0070469864,-0.01526681,-0.0024287105,0.3234176
279,0.0024042167,-0.01429357,0.018032163,-0.44404882
280,-0.011492681,-0.011540208,-0.0012623072,-0.17218615
281,0.004848685,0.023842137,-0.007961437,1.7348676
282,0.0007119514,-0.017397288,0.018381521,-0.47569317
283,0.019173969,-0.001144316,-0.020758703,-1.5265402
284,0.001963023,-0.017760355,0.0032487363,0.30545247
285,0.018481072,-0.016781341,0.011638686,-2.1925452
286,-0.012717944,-0.029391576,0.013413861,0.6112797
287,-0.0099113695,-0.02566554,0.011448666,0.6102044
288,-0.002901245,-0.0668052,0.046192557,0.9574396
289,-0.00738151,-0.011746559,-0.009982154,-0.1577862
290,-0.0126102455,-0.029632319,0.0071124285,0.61365086
291,0.00301205,-0.020683158,0.011490926,0.28639287
292,-0.00755788,0.00630733,-0.011121199,0.052343242
293,0.011552218,-0.015183199,-0.00211443,0.30738497
294,0.006059248,-0.01485661,-0.0040807724,0.3218711
295,0.0039685555,-0.018095825,0.009420559,-0.4531513
296,-0.010646846,0.0071767084,-0.011265427,0.059308257
297,-0.0017621182,-0.024251927,0.0074681044,-0.8191353
298,-0.0061796866,-0.011931498,-0.0052716285,-0.16449612
299,-0.003272023,-0.0129310675,-0.005829349,-0.17346168
300,-0.00043438002,-0.024800617,0.0073277205,-0.8385382
301,-0.0031761192,-0.022518057,0.012154505,0.28241903
302,0.0064583234,0.01542918,-0.0031507462,1.6951885
303,-0.008024108,-0.01267435,-0.001412198,-0.18604864
304,0.0021816082,-0.01723108,0.013743475,-0.4483543
305,0.008090261,-0.01709235,0.010035947,0.30206257
306,9.554997e-05,-0.016665135,0.016781911,-0.47068435
307,-0.0141223185,-0.02123167,0.005254075,-1.1196113
308,-0.0041225366,-0.0118047185,-0.005079448,-0.16039784
309,0.0046819933,-0.012134511,-0.0026643425,0.3227508
310,-0.0053500496,-0.023768399,0.0038149506,0.6146069
311,0.0070192404,-0.02376664,0.0025131702,0.2810294
312,-0.002924364,-0.021508206,0.012802407,0.28781694
313,-0.008114647,-0.01126634,-0.006855488,-0.16671069
314,0.0056461506,0.0007062219,-0.02039215,-1.5155606
315,-0.016595233,-0.034752447,0.016294017,0.612607
316,0.0005295165,-0.023598392,0.010012507,0.3072834
317,0.0031965114,0.028458957,-0.016677529,1.7546651
318,-0.010102753,-0.031387005,0.01627621,0.61434513
319,0.00924401,0.037327167,-0.020487338,1.7414962
320,-0.0135447495,-0.013518769,0.01588057,-1.1333666
321,0.018307548,-0.0012817495,-0.018847957,-1.5222974
322,-0.004752714,-0.06365287,0.048077866,0.9549218
323,0.003582213,-0.015527505,0.017279416,-0.4719264
324,-0.01635645,-0.015696522,0.012721911,-1.1231027
325,0.0068783127,0.02873787,-0.0045409054,1.7098527
326,0.017331447,0.045167077,-0.015388876,1.7351253
327,0.0057635047,-0.013660524,0.0008699894,0.31073433
328,-0.003026601,-0.020803425,0.009640634,-0.81137705
329,0.0045652576,-0.020087827,0.012223303,-0.4542517
330,-0.0023547523,-0.02204414,0.013439611,0.30321425
331,0.0032543428,-0.023413766,0.011744916,0.28446048
332,-0.005004799,0.01128288,-0.013032705,1.7441341
333,0.010010619,-0.0145933665,-0.00077576935,0.29704118
334,0.0070050247,-0.017672647,0.003428936,0.27680433
335,0.00017394498,-0.021584991,0.013247266,-0.80834764
336,-0.0035603903,-0.007884312,-0.006988555,-0.1688512
337,0.027332205,-0.02036659,0.0005827099,-2.1820214
338,0.018810283,0.041458074,-0.016456306,1.7086804
339,0.002538804,-0.020871673,0.004788235,0.28029424
340,-0.018327702,-0.07484348,0.047882363,0.9610064
341,0.0076961927,0.021959092,-0.014033601,1.7339827
342,0.0035468675,-0.020822395,0.0101340115,-0.45263362
343,-0.014400963,-0.012188945,0.0151857585,-1.1336073
344,-0.0034153722,-0.0010867901,-0.02343829,-1.4927471
345,-0.013070507,0.0008098595,-0.008552268,1.7336211
346,0.004690308,0.00091059133,-0.022180103,-1.5298398
347,0.005364407,-0.011164416,0.0009724945,0.30977237
348,0.0020782836,-0.017560232,0.010545865,-0.43029314
349,-0.007500451,-0.0074238814,-0.0013395399,-0.16171701
350,0.0055961646,-0.0023653097,-0.026034608,-1.5130787
351,-0.010461684,-0.033706103,0.016116515,0.61374027
352,-0.004616957,-0.02028777,0.015098348,0.30080009
353,-0.016738024,-0.07451174,0.050075635,0.96142316
354,-0.012597945,-0.021842498,0.0044037253,-1.1207176
355,0.0005296357,-0.016311873,-0.0031348616,0.31273794
356,0.00744069,-0.021562103,0.009614766,-0.45101845
357,0.008747455,0.039573457,-0.017630175,1.7627974
358,0.008686777,0.035357583,-0.013027236,1.7347014
359,0.0039347745,-0.016332526,0.013990596,-0.4571948
360,-0.013069276,-0.060235698,0.046255574,0.9476577
361,-0.0036419667,0.01993547,-0.013122693,1.7569394
362,-0.0014426224,-0.02535792,0.0047163367,-0.8097501
363,0.0007953383,-0.021199916,0.014276087,-0.81430745
364,0.003963936,-0.02039035,0.008536622,-0.44639927
365,-0.012701277,-0.024805237,0.014809594,0.61122537
366,0.0067348816,-0.020049233,0.008081257,0.29490316
367,0.004274551,-0.016100366,0.0076436847,0.2854035
368,0.0024302304,0.023776237,-0.0102579,1.706639
369,0.009603281,-0.002313871,-0.029078484,-1.5396941
370,0.005350534,-0.019287277,0.013886154,0.2948168
371,-0.008212309,0.0054055564,-0.010501146,0.057555296
372,-0.011988301,-0.02551644,0.008393243,0.60644317
373,-0.012749571,-0.07673548,0.0471375,0.9762098
374,-0.0034080409,-0.009881917,-0.00971064,-0.14802903
375,-0.008238431,-0.017348219,0.01632376,-1.1495516
376,0.009344611,0.009349931,-0.0074053407,1.718765
377,-0.0030190013,0.0064099543,-0.012896568,0.05469731
378,-0.0033927225,-0.017374862,0.014983401,0.3110351
379,0.011160437,0.017503466,0.0014967471,1.6822674
380,0.01673523,-0.012931634,-0.00483191,0.30991167
381,0.00277156,-0.018868554,-0.00084757805,0.28976113
382,0.009805713,-0.013271663,-0.0025969148,0.28579378
383,-0.011770625,-0.025065754,0.008212164,0.62057644
384,0.002772022,0.025876548,-0.012127593,1.7222658
385,-0.0092362575,0.0069805197,-0.010990247,0.05269085
386,0.002988387,-0.014552031,0.015800849,-0.46325094
387,-0.012709346,-0.017306019,0.011493966,-1.1601992
388,0.012591425,0.033376653,-0.018717587,1.7468541
389,-0.018406983,-0.06897561,0.046811983,0.96032375
390,0.006177325,-0.0117044635,-0.0025039762,0.316967
391,-0.006898325,-0.013664816,-0.01113686,-0.1666448
392,0.0039518885,-0.019461863,0.014342949,-2.1881473
393,0.003780339,-0.020511422,0.0016737878,0.2853784
394,-0.0091822855,-0.029361341,0.014081642,0.6183721
395,0.027962703,-0.020590715,-0.00089654326,-2.1747549
396,9.492412e-05,-0.024224836,0.007512763,-0.46472007
397,-0.013840396,-0.017467726,0.01161468,-1.1543354
398,-0.0068697,-0.020786095,0.008954868,-0.7968409
399,0.021267947,0.02444334,-0.012050673,1.719519
400,-0.008338172,-0.06345111,0.04303558,0.9461645
401,-0.011943992,0.0034074746,-0.010440707,0.048645467
402,0.0039944984,-0.021797169,0.0061155558,-0.46565568
403,0.0034432895,-0.022070829,-0.0017312169,0.2840256
404,0.0046928264,-0.018048633,0.0101839155,-0.45589048
405,0.0067428984,-0.019505758,0.011311159,0.28447092
406,-0.007904638,-0.032648135,0.0041124225,0.61302686
407,0.0059239455,-0.015334252,0.0023153424,0.28078228
408,-0.010914054,-0.06902367,0.04833205,0.97341466
409,0.016914625,-0.014433179,-0.0057548285,0.31505078
410,-0.0060664974,-0.019548852,0.01514034,-0.81995255
411,-0.015882034,-0.03749864,0.015001312,0.62908113
412,0.002361063,-0.015685115,0.01827848,-0.46364206
413,0.010940965,0.04020221,-0.021664008,1.7524076
414,-0.014890354,-0.018576283,0.009228364,-1.115876
415,0.017659318,0.032576162,-0.018368676,1.746443
416,0.004425142,-0.017650265,0.0100167245,0.30067652
417,-0.0019282065,-0.017079834,0.0068186074,0.3041364
418,0.0018155314,-0.022265483,0.015751258,-0.8272201
419,0.00861809,-0.021743823,0.013283417,-2.2033825
420,0.008394558,-0.021246023,0.010967359,-2.2000356
421,0.012139618,0.022502098,-0.01016514,1.7216563
422,-0.013053279,0.0026031844,-0.010325491,0.051759034
423,0.013988789,0.044273626,-0.020935342,1.7457525
424,-6.8899244e-05,-0.021670181,0.012243718,-0.45390022
425,-0.008447688,-0.010228816,-0.0070507526,-0.15536763
426,-0.014976736,-0.031000126,0.016043767,0.61301184
427,-0.0005391054,0.00014216825,-0.022024572,-1.5120795
428,0.000811819,-0.021206517,0.002619341,0.32839185
429,-0.00020134076,-0.010032896,-0.0054991543,-0.17136507
430,0.010322738,-0.017060865,-0.0014413446,0.2883861
431,0.011396583,0.028337281,-0.015753493,1.7406931
432,0.0020940937,-0.023813892,0.007905409,-0.82055223
433,-0.0049205236,-0.009748269,-0.0121123195,-0.16366485
434,-0.0006133579,-0.024549741,0.004953429,-0.810532
435,-0.015290793,-0.031246115,0.0066886544,0.6139198
436,0.0024583228,-0.022587527,0.0062788725,-0.4485246
437,-0.015879538,-0.018568259,0.008844629,-1.1316428
438,-0.0101115145,-0.035071824,0.014757559,0.60702837
439,-0.0015212409,-0.017451573,0.012633383,-0.44310695
440,0.0069309957,-0.019171584,0.018387616,-0.4806434
441,0.0069694184,-0.0025386028,-0.024944663,-1.5126886
442,-0.006360095,-0.026202668,0.008524239,-0.8313059
443,0.00991546,-0.017629359,0.009466842,0.30083746
444,0.0077888705,-0.0021863766,-0.025321163,-1.5204792
445,0.008018497,-0.00034590438,-0.025214523,-1.5327296
446,-0.0065125637,0.010238443,-0.007849783,1.7350757
447,-0.0089509,-0.012229163,-0.0034253001,-0.17266344
448,0.00010648742,-0.023688782,0.009835318,-0.833441
449,0.0033630468,-0.023423467,-0.003737405,0.29759824
450,0.0053084083,-0.017082248,0.01216352,-0.45872682
451,-0.009865548,-0.020899687,0.008299515,-1.1453841
452,-0.013507534,-0.031034324,0.01908961,0.61816823
453,0.0033017881,-0.003985841,-0.028172135,-1.5019834
454,0.0015424676,-0.018005941,-0.0031770468,0.32419795
455,3.9163977e-05,-0.01753885,0.010895401,0.28743136
456,-0.007728968,-0.06545374,0.049028635,0.9455235
457,0.000704702,0.014492188,-0.01223737,1.72563
458,0.0054059364,-0.018582094,0.010708302,-0.46013033
459,-0.00025453046,0.014971357,-0.0024205148,1.704791
460,-0.0051329136,0.012930479,-0.0042832345,1.7051284
461,-0.008252751,-0.0100952275,-0.008547604,-0.1571873
462,0.0036930777,0.020641502,-0.0010619313,1.6831136
463,0.0052746423,-0.02095801,0.0080421865,-0.4424138
464,-0.001097288,-0.009799961,-0.0110210925,-0.17529932
465,0.0030016191,-0.01328956,0.014118433,-0.42106718
466,-0.0024753325,-0.02427264,0.008424237,-0.8248042
467,-0.004396703,-0.023964155,0.009806067,-0.811745
468,0.0067590214,0.03413823,-0.018998682,1.7570173
469,0.0025565065,-0.020946924,0.0067206174,-0.41114968
470,-0.0039564334,-0.019915286,0.010413542,-0.81430817
471,-0.0087060295,0.0060911737,-0.011246979,0.058783215
472,-0.015774954,-0.07457057,0.05195971,0.9602327
473,-0.0062352233,-0.009724949,-0.005776331,-0.17997919
474,-0.0077532046,-0.020658124,0.009369969,-1.1334243
475,0.0014666803,-0.023810182,0.006236568,0.31619287
476,0.0008786954,0.035141926,-0.023015797,1.7704177
477,0.00860063,0.031228092,-0.010141447,1.7218035
478,0.0055107363,-0.018529315,0.016978294,-0.47783947
479,0.003002096,-0.021346796,0.010529473,-0.44145346
480,0.005741682,-0.0016689114,-0.026738048,-1.5198662
481,-0.01827928,-0.01454315,0.014488414,-1.1260846
482,-0.0025810115,-0.016528968,0.013262466,0.28200305
